user,message
Rishav Ranaut(MnC) Roommate,"This message was deleted
"
Rishav Ranaut(MnC) Roommate,"oops
"
Manisha Jaishwal Mnc,"Iss ques ka ans toh tmhare pas hona chahiye🤣
"
Rishav Ranaut(MnC) Roommate,"bahut ans hai iske
"
Manisha Jaishwal Mnc,"<Media omitted>
"
Rishav Ranaut(MnC) Roommate,"tum course lelo ek how to not become cute
"
Ashish Mnc,"Instructor tum rhega kya?
"
Rishav Ranaut(MnC) Roommate,"yes
"
Rishav Ranaut(MnC) Roommate,"This message was deleted
"
Ashish Mnc,"Mtlb tum bhi kaam kr chuke ho is field me lgta😂
"
Rishav Ranaut(MnC) Roommate,"🤣🤣🤣🤣🤣
"
Ashish Mnc,"Kiski baat horhi
"
Rishav Ranaut(MnC) Roommate,"This message was deleted
"
Ashish Mnc,"Oh
"
Ashish Mnc,"Ye Raja kiske pyaar me Kabir Singh bn gya hai😂 <This message was edited>
"
Rishav Ranaut(MnC) Roommate,"kya krrha
"
Ashish Mnc,"Status dekha nhi kya
"
Ankit Anand Mnc,"Aree sala 😂😂😂
"
Rishav Ranaut(MnC) Roommate,"acha bike bala
"
Ankit Anand Mnc,"It’s Bullet
"
Rishav Ranaut(MnC) Roommate,"hahahhaa
"
Manisha Jaishwal Mnc,"96 k samne
"
Rishav Ranaut(MnC) Roommate,"tez bnrhi h
"
Ashish Mnc,"Isiliye nhi pati koi
"
Ashish Mnc,"How to not become tez
"
Ashish Mnc,"Ye bhi course aayega ab
"
Manisha Jaishwal Mnc,"Pics bhejo
"
Rishav Ranaut(MnC) Roommate,"bhak
"
Ashish Mnc,"Konsi?
"
Rishav Ranaut(MnC) Roommate,"🤣🤣🤣🤣🤣
"
Manisha Jaishwal Mnc,"Vo barish wali din ki
"
Rishav Ranaut(MnC) Roommate,"are ye computer networks kitna easy h?
"
Rishav Ranaut(MnC) Roommate,"rajiv mishra k under to ghanta ni sikhuga or proxy b ni lgegi
"
Ashish Mnc,"<Media omitted>
"
Manisha Jaishwal Mnc,"Easy toh ni h but Padh loge mhnt lgegi thoda
"
Rishav Ranaut(MnC) Roommate,"wireless networks*
"
Rishav Ranaut(MnC) Roommate,"kisne mara h teko
"
Ashish Mnc,"Syllabus smjh arha kya tujhe?
"
Ashish Mnc,"?
"
Rishav Ranaut(MnC) Roommate,"ha thoda bahut
"
Manisha Jaishwal Mnc,"Areh smjh aa jayega but padhna h vhi
"
Ashish Mnc,"Tu MM lerha na?
"
Manisha Jaishwal Mnc,"Obviously
"
Rishav Ranaut(MnC) Roommate,"sath me kya lun
"
Rishav Ranaut(MnC) Roommate,"wo smj ni arha
"
Ashish Mnc,"Tujhe bhut pta hai CR ke baare me
"
Rishav Ranaut(MnC) Roommate,"96 me ana hai isko
"
Ashish Mnc,"AI vale konsa lerhe vahi dekh le
"
Rishav Ranaut(MnC) Roommate,"bsdk
"
Ashish Mnc,"Maza aajayega AI valo ke saath
"
Ashish Mnc,"96 club
"
Rishav Ranaut(MnC) Roommate,"are bta bhai
"
Ashish Mnc,"Shokti se puch
"
Rishav Ranaut(MnC) Roommate,"rajiv mishra k under narak bnaau zindagi usse acha me khud sikhlu wo sab or proxy b ni lgegi
"
Rishav Ranaut(MnC) Roommate,"wo algo and mm lerha
"
Ashish Mnc,"Advance in Algorithms kuch jyada kaam nhi aane vala placements me
"
Rishav Ranaut(MnC) Roommate,"haina
"
Rishav Ranaut(MnC) Roommate,"tu acha bnda lgrha h
"
Rishav Ranaut(MnC) Roommate,"pros and cons btana
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Ashish Mnc,"Jo kaam aayega vo tu DAA me already padhega hi
"
Rishav Ranaut(MnC) Roommate,"hmm chal 4 marks ka ques hai
"
Rishav Ranaut(MnC) Roommate,"bta pros and cons
"
Ashish Mnc,"Chor deta hu aise questions me
"
Rishav Ranaut(MnC) Roommate,"small syllabus WN me
"
Rishav Ranaut(MnC) Roommate,"good teacher
"
Ashish Mnc,"Ha
"
Ashish Mnc,"Ha
"
Rishav Ranaut(MnC) Roommate,"cons kuch study material koi idea ni hai
"
Ashish Mnc,"Kiska?
"
Manisha Jaishwal Mnc,"YouTube pr mil jayega
"
Rishav Ranaut(MnC) Roommate,"WN  ka
"
Manisha Jaishwal Mnc,"Yup
"
Ashish Mnc,"Internet pr mila jayega
"
Rishav Ranaut(MnC) Roommate,"pdhne me easy hai ya tough?
"
Manisha Jaishwal Mnc,"Easy hoga Adv Algo se
"
Rishav Ranaut(MnC) Roommate,"okk
"
Rishav Ranaut(MnC) Roommate,"advance algo ki baat krte hain
"
Rishav Ranaut(MnC) Roommate,"bekar teacher
"
Ashish Mnc,"Advance algo midsem ke baad tough hoga
"
Rishav Ranaut(MnC) Roommate,"depression and moye moye ka khatra
"
Rishav Ranaut(MnC) Roommate,"2nd sem me jahan tume coding krni hai bahan tum depression nhi chaahoge sikhne k chkkar me..uske lie striver zindabad
"
Rishav Ranaut(MnC) Roommate,"thik bolrha hu?
"
Ashish Mnc,"Kis chiz se depression horha tujhe
"
Rishav Ranaut(MnC) Roommate,"rajiv mishra k under jo hua tha edge computing me
"
Ashish Mnc,"Thik thak hi to marks diya hai 
Kya kharab tha
"
Ashish Mnc,"Humne padha ki kitna uska subject
"
Rishav Ranaut(MnC) Roommate,"pura sem to mari na
"
Rishav Ranaut(MnC) Roommate,"TA ache the wo to
"
Rishav Ranaut(MnC) Roommate,"same nhi rhege ab
"
Ashish Mnc,"Ha sb kuch TA pr depend krta
"
Rishav Ranaut(MnC) Roommate,"fir b mid me mera moye moye hua tha
"
Ashish Mnc,"Usi wajah se tu aaj topper hai
"
Rishav Ranaut(MnC) Roommate,"yr tu topic se mt bhatkaa
"
Ashish Mnc,"Is baar bhi yhi technique rkh
"
Ashish Mnc,"😂
"
Manisha Jaishwal Mnc,"Abe bhatke huye insaan Wireless lo aur mst rho
"
Rishav Ranaut(MnC) Roommate," cons btech bale b hue  adv akgo me to wo avg ki mar lege
"
Ashish Mnc,"Ye dekho supervisor order dediya tumko
Ab follow kro chup chap
"
Rishav Ranaut(MnC) Roommate," benefit  filhaal kuch nhi
"
Manisha Jaishwal Mnc,"Wireless me nhi hoge ?
"
-- Raja,"Basdk🤣🤣
"
Rishav Ranaut(MnC) Roommate,"wo coding bala part ni theory h  to usme sb teesh maar khaan hai
"
-- Raja,"+1
"
Rishav Ranaut(MnC) Roommate,"placement me koi benefit h?
"
-- Raja,"Placement ka soch k advance algo maat Lena..
"
Ashish Mnc,"Raja koi nayi bndi mili hai kya 
Aajkal bhut chatting chal rhi thi Teri?
"
Manisha Jaishwal Mnc,"Mai soch rhi Computer Security aur Wireless le lu
"
-- Raja,"Tereko Saab pata hota hai kya
"
Rishav Ranaut(MnC) Roommate,"are btao na
"
-- Raja,"+1
"
Rishav Ranaut(MnC) Roommate,"advance algo in placement?
"
Manisha Jaishwal Mnc,"DAA is enough
"
Ashish Mnc,"Ha kyuki jis phase se tu guzar rha hai na 
Usse me bhi guzara hu
"
-- Raja,"No use..DAA me hi 50% no use hai.. placement me.. advance algo ka soch le...
"
-- Raja,"Placement ka soch k maat le..agar tereko pyar hai subject se..tab lena
"
Ashish Mnc,"Ye dekho kaise bhatkaya jata hai logo ko
"
Rishav Ranaut(MnC) Roommate,"are either 0 or 1 bol placement me
"
Rishav Ranaut(MnC) Roommate,"percentage me mt khel
"
Ashish Mnc,"Jo placements me kaam aayega vo DAA me already hai
"
Rishav Ranaut(MnC) Roommate,"me dp sikh rha hu filhal
"
-- Raja,"You deleted this message
"
-- Raja,"Fook
"
Rishav Ranaut(MnC) Roommate,"😄
"
-- Raja,"🤣🤣
"
Ashish Mnc,"DAA me aayega abhi
"
Ashish Mnc,"But us level pr phucha nhi tu 
Jaha tk me phucha tha
"
Rishav Ranaut(MnC) Roommate,"ok shourya bhaiya hoge na wireless me TA
"
Manisha Jaishwal Mnc,"Ha
"
Ashish Mnc,"Ha bola to hai 
Dekho kon hota
"
-- Raja,"Tu inspiration hai mera
"
Rishav Ranaut(MnC) Roommate,"shi h class hi ni jauga
"
-- Raja,"You deleted this message
"
Rishav Ranaut(MnC) Roommate,"mst coding aram se
"
Ashish Mnc,"😂
"
Rishav Ranaut(MnC) Roommate,"uski tarif krke fulaa dege
"
Rishav Ranaut(MnC) Roommate,"😂😂😂
"
Ashish Mnc,"TA ke saath
"
Rishav Ranaut(MnC) Roommate,"😂😂
"
-- Raja,"You deleted this message
"
Ashish Mnc,"Jaise tu Raja ki krta hai😂
"
-- Raja,"Kab kiya
"
Ashish Mnc,"Vo kaise
"
Rishav Ranaut(MnC) Roommate,"teri b krta hu me
"
-- Raja,"Chill kar 🤣🤣
"
-- Raja,"🤣🤣
"
Ashish Mnc,"Nhi Bhai 
Aware hona zaroori hai na in sb chizo se
"
Ashish Mnc,"Mt Kiya kr
"
-- Raja,"Bataunga mil k
"
Ashish Mnc,"Ok done
"
Rishav Ranaut(MnC) Roommate,"mmll dono
"
Rishav Ranaut(MnC) Roommate,"bkchodi krrhe
"
-- Raja,"Abhi sure nehi hai.. Shourya bhaiya log TA hoga ki nehi..hua toh mnc walo ka faida hai
"
Rishav Ranaut(MnC) Roommate,"@917903412729 aao cute bno
"
Ashish Mnc,"Ha vahi to bol rha 
Confirm nhi hai vo hi honge
"
Ashish Mnc,"😂
"
Ashish Mnc,"Tujhe hi to Janna tha konsa subject lena hai
"
-- Raja,"Abehh..nehi abhi TA assign nehi hua..aise hi bol raha hai wo
"
-- Raja,"Jo hoga dekha jayega
"
-- Raja,"Teacher achha hai
"
Ashish Mnc,"Ha
"
Rishav Ranaut(MnC) Roommate,"wireless networks and mathematical modeling done
"
Rishav Ranaut(MnC) Roommate,"chill life
"
-- Raja,"Haa best hai
"
Rishav Ranaut(MnC) Roommate,"raja adv algo pdha dena meko jo rajiv mishra se sikhega
"
-- Raja,"Haa.. akdam
"
Rishav Ranaut(MnC) Roommate,"ashish daa pdha dena
"
-- Raja,"Wo kuch kisha nehi payega..algo me bhi ppt read Karega..padhna khud se hi hai
"
Rishav Ranaut(MnC) Roommate,"Mm lele isse to
"
-- Raja,"You deleted this message
"
-- Raja,"Tu padha dega?
"
Rishav Ranaut(MnC) Roommate,"Han bhai
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Rishav Ranaut(MnC) Roommate,"@917849932214 tu v modeling lerha
"
Mintu MnC,"Bsdk ne 9 subject enroll kar diya
"
Rishav Ranaut(MnC) Roommate,"🤣🤣
"
Mintu MnC,"Dekh na uska sahid computer security me vi name h
"
Ankit Anand Mnc,"😮
"
Rishav Ranaut(MnC) Roommate,"Sahi h 9 subject pdhega
"
-- Raja,"Knowledge k lia padhega wo bol raha tha
"
Rishav Ranaut(MnC) Roommate,"Esa hi hona chaiye
"
-- Raja,"Haa
"
Rishav Ranaut(MnC) Roommate,"Msc balo se contact kese hoga
"
Mintu MnC,"Bhai itna vi daring maat ho
"
-- Raja,"https://www.instagram.com/reel/C0Wu_Q8o9-8/?igshid=MTc4MmM1YmI2Ng==
"
Rishav Ranaut(MnC) Roommate,"Daring to tum ho cs k subjects pdh rhe core
"
-- Raja,"@919816668240 yaha hai..MSc wale
"
-- Raja,"😅
"
Mintu MnC,"Algo bhai tuje vi parna h to kyu alag se pare
"
Rishav Ranaut(MnC) Roommate,"Advance algo kyu padhna mje
"
Rishav Ranaut(MnC) Roommate,"Bhai upr cons krlie discuss 😂
"
Mintu MnC,"To nehi parna kon parne bol raha h
"
dhruv MnC,"Algo aur wireless he luga..ye ese he bakchodi m fill kiya h..
"
Asutosh MnC,"https://www.instagram.com/reel/C0exbDByPqc/?igshid=NGEwZGU0MjU5Mw==
"
Asutosh MnC,"https://www.instagram.com/reel/C0cMWEKPZ0Y/?igshid=NGEwZGU0MjU5Mw==
"
Manisha Jaishwal Mnc,"Story mst h 🤣🤣
"
Ashish Mnc,"Aajkal jungle stories bhi movies aur TV shows ki tarah Unrealistic ho gyi hai😂
"
Lucky MnC,"As a sher, I can confirm... *gaai humaari mata hai*
"
Rishav Ranaut(MnC) Roommate,"Sher uth chuka h
"
Rishav Ranaut(MnC) Roommate,"Par bistar nhi chor rha bahr ki thand se
"
Lucky MnC,"<Media omitted>
"
Ashish Mnc,"Johnny sins
"
Rishav Ranaut(MnC) Roommate,"Good morning @917903412729
"
Lucky MnC,"Baaki sb m** ch*d***... mai toh bs class ki bandriya ko good morning wish krunga🙂
"
Rishav Ranaut(MnC) Roommate,"Correct😄
"
Ashish Mnc,"Counting badha rha hai apni 
Aur kuch nhi😂
"
Rishav Ranaut(MnC) Roommate,"ashish ki nazar khrab h bhai sahi kraale time rehte..dhokha bhut ganda lga h teko sach me
"
Manisha Jaishwal Mnc,"Hm sb phele bandr hi the
"
Shakti Singh Mnc,"Yrrr tu hogi me to nahi tha😅😅🤣
"
Manisha Jaishwal Mnc,"Tum bhi the
"
Manisha Jaishwal Mnc,"96 ki jagah yha bol rhe🤣🤣
"
Shakti Singh Mnc,"Na na me to 5 dec. 1996 se esa he hu
"
Rishav Ranaut(MnC) Roommate,"😞
"
Manisha Jaishwal Mnc,"Kisi ka bday aa rha
"
Manisha Jaishwal Mnc,"@918135844498 bhaiya ka h Aaj bday 🎉🎂🥳🎉
"
Manisha Jaishwal Mnc,"Happy Birthday
"
Lucky MnC,"airforce k medical test mein ye bhaalu ghoshit kiya gya tha
"
Lucky MnC,"Ye @918135844498  hum logo ko apna birthday kyu nhi bataya🥲
"
Manisha Jaishwal Mnc,"Ashutosh bola tha syad 11 se 20 ka koi date
"
Manisha Jaishwal Mnc,"Ya Ashish
"
Manisha Jaishwal Mnc,"Koi toh bola tha
"
Manisha Jaishwal Mnc,"Toh Aaj se hi shuru ho gyi mai🤣🤣
"
Lucky MnC,"toh kya har din subah bday wish kregi🙂
"
Manisha Jaishwal Mnc,"Yaad rha toh kr dungi
"
Manisha Jaishwal Mnc,"Kya jata h
"
Lucky MnC,"<Media omitted>
"
Ashish Mnc,"@919971327753 chali gyi to iska mtlb kya koi bacha nhi hoga😂
"
Rishav Ranaut(MnC) Roommate," PermissionError  [Errno 13] Permission denied 'C:\\Users\\HP\\OneDrive\\Documents\\datasets'            ye ata kisiko sahi krna ..jupyter me horha
"
Rishav Ranaut(MnC) Roommate,"done
"
Ashish Mnc,"Code kya kr rha tu?
"
Rishav Ranaut(MnC) Roommate,"Kuch faady bna rha hu
"
Rishav Ranaut(MnC) Roommate,"Faadu
"
Ashish Mnc,"dekh code fatt ke haath me na aajaye
"
Ashish Mnc,"ye jo document hai usko local disk me save krke dekh
may be OneDrive me hai uske wajah se permission request mang rha hoga
"
Sovan MnC,"https://www.facebook.com/reel/331229469843242?mibextid=rS40aB7S9Ucbxw6v
"
Sovan MnC," Physics be like  humko maro
"
Ashish Mnc,"Maar ke dafna do 
Physics ka naamo Nishan nhi hona chahiye
"
Rishav Ranaut(MnC) Roommate,"Hogya wo .csv nhi likh rha tha last me😂
"
Ashish Mnc,"Wahhh 😂
Badhiya coder bn rha hai tu to
"
Rishav Ranaut(MnC) Roommate,"😒😒
"
PROLAY KAYAL,"Computer security koi le raha hai kya?
"
Ankit Anand Mnc,"Cutiepie 😍 <This message was edited>
"
Intaz Mnc,"Mera bd nai h aaj 😆
"
-- Raja,"https://www.instagram.com/reel/C0jTznFyT-L/?igshid=MTc4MmM1YmI2Ng==
"
-- Raja,"@918839279483
"
Lucky MnC,"puri zindgi single rha.. pr kbhi kisi ladki k chakkar mein apne self respect ki maa behan nhi krwayi.. iss baat ka ghamand hai mujhe😂😎
"
Asutosh MnC,"https://www.instagram.com/reel/C0ls6F1LUKa/?igshid=NGEwZGU0MjU5Mw==
@917905298719 @919608273726 
Bhai sorry bhai , majak mein he Lena serious mat ho jana 😂😂
"
Ashish Mnc,"Serious leliya me to
"
Asutosh MnC,"Tab tumko manane ke liye kya kiya jaye
"
Rishav Ranaut(MnC) Roommate,"zhukna pdega
"
-- Raja,"Kya bajaneka baat ho raha tha?
"
Asutosh MnC,"Dholak
"
Ashish Mnc,"This message was deleted
"
Asutosh MnC,"Jhuk jaa
"
-- Raja,"Dikha nehi mereko room me
"
-- Raja,"null
"
Rishav Ranaut(MnC) Roommate,"tune mnana hai
"
Asutosh MnC,"Maine toh dekh liya
"
-- Raja,"<Media omitted>
"
-- Raja,"Dholak?
"
Asutosh MnC,"Achaa koi nhi jhuk jaunga
"
-- Raja,"<Media omitted>
"
-- Raja,"Har jagah 69
"
Asutosh MnC,"Haa bass samajhne Wale samajh gaye
"
Ashish Mnc,"Your lucky number
"
Asutosh MnC,"😂
"
-- Raja,"Tu message delete kyu kar raha..agar dholak bajaya hai toh
. Sharma kyu raha hai
"
Ashish Mnc,"😂
"
-- Raja,"Koi bura maan jayega.. issliye delete kar raha?
"
Ashish Mnc,"Kon maanega be😂
"
Lucky MnC,"Admin bura maan gya.. isliye msg delete ho jaata hai😂
"
-- Raja,"<Media omitted>
"
-- Raja,"Konsi admin?
"
Rishav Ranaut(MnC) Roommate,"in data science more than half of your time gets invested in data cleaning  and data pre processing
"
-- Raja,"Haa
"
Rishav Ranaut(MnC) Roommate,"cool
"
Lucky MnC,"Isliye Rajiv Misra bola tha.. *data science waale future mein bartan dhote hue milenge* <This message was edited>
"
Rishav Ranaut(MnC) Roommate,"bola tha kya
"
Rishav Ranaut(MnC) Roommate,"@917891273930 teeno subject pdhega kya bsdk
"
Manisha Jaishwal Mnc,"Yes
"
Rishav Ranaut(MnC) Roommate,"tumhara nam shakti hai
"
Shakti Singh Mnc,"Bhai ek drop kr dunga baad me
"
Rishav Ranaut(MnC) Roommate,"hahaha
"
Rishav Ranaut(MnC) Roommate,"ye b hota h kya
"
Manisha Jaishwal Mnc,"Nhi
"
Rishav Ranaut(MnC) Roommate,"to tum kyu reply krrhi
"
Manisha Jaishwal Mnc,"Uska naam Shokti h
"
Rishav Ranaut(MnC) Roommate,"noob
"
Manisha Jaishwal Mnc,"Tumko boli hu n yha msg nhi krne ko
"
Manisha Jaishwal Mnc,"Apna kaam kro bs
"
Rishav Ranaut(MnC) Roommate,"tumhari baat kyu maanu me
"
Manisha Jaishwal Mnc,"Admin hu
"
Rishav Ranaut(MnC) Roommate,"me b hu
"
Manisha Jaishwal Mnc,"Check kro toh ho ki nhi
"
Manisha Jaishwal Mnc,"🤣🤣🤣🤣🤣
"
Rishav Ranaut(MnC) Roommate,"hogyi khush
"
Manisha Jaishwal Mnc,"🤣🤣
"
Manisha Jaishwal Mnc,"Bhut
"
Manisha Jaishwal Mnc,"Dafa ho yha se
"
Rishav Ranaut(MnC) Roommate,"waah
"
Rishav Ranaut(MnC) Roommate,"hehehe
"
Manisha Jaishwal Mnc,"<Media omitted>
"
Rishav Ranaut(MnC) Roommate,"bag of words ata hai tumko?
"
Manisha Jaishwal Mnc,"Ye kya hota
"
Rishav Ranaut(MnC) Roommate,"haha
"
Manisha Jaishwal Mnc,"haha hota?
"
Rishav Ranaut(MnC) Roommate,"han
"
Manisha Jaishwal Mnc,"<Media omitted>
"
-- Raja,"You deleted this message
"
Manisha Jaishwal Mnc,"Guys
"
Manisha Jaishwal Mnc,"Computer Security lene chli
"
Ankit Anand(MnC) Ranchi..Dost,"Chill
"
Ankit Anand(MnC) Ranchi..Dost,"Hadbadao mat
"
Ankit Anand(MnC) Ranchi..Dost,"Advance algo half same h
"
Ankit Anand(MnC) Ranchi..Dost,"Algo se
"
Ankit Anand(MnC) Ranchi..Dost,"Sirf kuch part naya aaega
"
Intaz Mnc,"Advance algo ka kuch part toh coding me bhi karna hota hi h
"
Suraj Kumar,"Haan
"
Sovan MnC,"<Media omitted>
"
Manisha Jaishwal Mnc,"New subject ??
"
Rishav Ranaut(MnC) Roommate,"Ye kishto me kyu derhe subjects
"
Sovan MnC,"Ha
"
Manisha Jaishwal Mnc,"Ye Maths ka subject h n??
"
Sovan MnC,"Ha sayad
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Mintu MnC,"Iska syllabus kya h?
"
Asutosh MnC,"Sovan daa ,service based ke testing mein kisko kaam karna hai ?
"
Mintu MnC,"CS ka e subject h
"
-- Raja,"Syllabus
"
Sovan MnC,"Kaha milta hai wo?
"
-- Raja,"Website me sayed...
"
-- Raja,"<Media omitted>
"
-- Raja,"Jaisa yaha pe hai
"
-- Raja,"Aisa syllabus hai kya?
"
Sovan MnC,"Ye @918092038595 kaha pe mila
"
Ankit Anand Mnc,"Ys Hm dundhe the
"
-- Raja,"Iska resources kaam hai
"
-- Raja,"<Media omitted>
"
Ashish Mnc,"Kiska?
"
-- Raja,"Formal methods ka
"
Ashish Mnc,"Syllabus?
"
Ankit Anand Mnc,"PDF se Jo padhega , wahi aaega
"
Ankit Anand Mnc,"Jaise Rajiv Misra me h
"
-- Raja,"Tu hi toh bheja
"
Rishav Ranaut(MnC) Roommate,"bhai raju halder project krbaya tha cs balo se
"
Rishav Ranaut(MnC) Roommate,"blockchain me
"
Asutosh MnC,"Pura testing hai jisse sevice based wala sab dart a hai
"
-- Raja,"Achha
"
Ankit Anand Mnc,"Bhai 50 number bhi diya h Usme
"
Rishav Ranaut(MnC) Roommate,"ye ek to subject derhe jhaant se wo bhi kishto me
"
Rishav Ranaut(MnC) Roommate,"deep learning dedo kissa khtm
"
-- Raja,"Tu le raha hai kya? Tu lega toh Mai bhi lunga
"
Asutosh MnC,"Aasan hoga shayad koi kaam ka nhi
Company Wale khud ka apna error find karne ke liye methodology bataenge
"
-- Raja,"Achha
"
Ankit Anand Mnc,"Liya ja sakta h bhai
"
Ankit Anand Mnc,"Sb kya bolte h
"
-- Raja,"Thik hai
"
Ankit Anand Mnc,"TOC Nai aaya h na
"
Ankit Anand Mnc,"@917980971131 ?
"
Manisha Jaishwal Mnc,"ek kaam kro 8-9 course me register kr do
"
Manisha Jaishwal Mnc,"baad me drop krna
"
Sovan MnC,"Nhi
"
Rishav Ranaut(MnC) Roommate,"cs ko kese elective mile hain
"
Ankit Anand Mnc,"Sirf testing add hua h matlab
"
Sovan MnC,"DL chahiye aur wireless
"
Manisha Jaishwal Mnc,"jo hme mile h
"
Rishav Ranaut(MnC) Roommate,"wo ni rorhe kya
"
Sovan MnC,"DL NLP mila
"
Manisha Jaishwal Mnc,"roo kr kya hoga
"
Rishav Ranaut(MnC) Roommate,"mila h?
"
Sovan MnC,"Cs ko
"
Rishav Ranaut(MnC) Roommate,"kya baat krrhe
"
Manisha Jaishwal Mnc,"NLP elective me h
"
Ankit Anand Mnc,"Testing easy rehta h
"
Ankit Anand Mnc,"Hm BTech me padhe h
"
Rishav Ranaut(MnC) Roommate,"or DL?
"
Sovan MnC,"Mera L kare testing
"
Ankit Anand Mnc,"😂
"
Manisha Jaishwal Mnc,"Elective me nhi dikh rha maybe core me hoga
"
Rishav Ranaut(MnC) Roommate,"bc hmse kya dushmani hai
"
Sovan MnC,"<Media omitted>
"
Rishav Ranaut(MnC) Roommate,"😭😭😭😭😭
"
Manisha Jaishwal Mnc,"Elective me h?
"
Sovan MnC,"NLP elective hai. Aur DL AI core mai hai
"
Ankit Anand(MnC) Ranchi..Dost,"MnC se sb bhedbhav kiya h is baar
"
Ashish Mnc,"CS core me na NLP hai na DL
"
Sovan MnC,"Nam change karke mathematics and computer science rakho. Thik ho jayega
"
Ashish Mnc,"Computer science and mathematics
"
Rishav Ranaut(MnC) Roommate,"bhai kitni iits me course chalrha mnc ka
"
Rishav Ranaut(MnC) Roommate,"naam se kya issue mje smj ni aya abi tk
"
Ashish Mnc,"Aisa naam rhta na placements me koi issue nhi rhta
"
Rishav Ranaut(MnC) Roommate,"yahan course subject select krne ki baat horhi
"
Ashish Mnc,"Aur me overall kr rha
"
Rishav Ranaut(MnC) Roommate,"overall b koi issue ni hai ab sde ke chode bno rhoge to kese hoga
"
Sovan MnC,"Ultimate to placement hi hai. Nhi baithne dega to course karke kya hoga
"
Rishav Ranaut(MnC) Roommate,"ai balo ka b to placement hua h
"
Sovan MnC,"Uska department cs hai.
"
Ashish Mnc,"Jin 2 logo ka hua hai abhi tk MnC me vo sde hi the
"
Rishav Ranaut(MnC) Roommate,"or 10 jinka hua h wo ds me hain
"
Ankit Anand(MnC) Ranchi..Dost,"Bhai
"
Ankit Anand(MnC) Ranchi..Dost,"Sde hi CSE ko banata h
"
-- Raja,"Sab moh maya hai
"
Ashish Mnc,"Tumko pta nhi hai sayad 
AI profile ke liye companies aayi thi aur bs AI batch ko allowed kiya tha
"
Rishav Ranaut(MnC) Roommate,"😂😂
"
Ankit Anand(MnC) Ranchi..Dost,"Majority yaha CSE Btech wale h, to sde 1st preference hi rahega
"
Rishav Ranaut(MnC) Roommate,"rigid rhoge to wo b nahi hoga
"
-- Raja,"Jivan ka asli adhar Prem hai
"
Rishav Ranaut(MnC) Roommate,"meri baali rooth gyi h bc
"
-- Raja,"Thik kara bhai
"
-- Raja,"Bohot important hai
"
Rishav Ranaut(MnC) Roommate,"hmmm
"
Ankit Anand(MnC) Ranchi..Dost,"Nai hone do bhai 😂 but SDE is love 😍
"
Rishav Ranaut(MnC) Roommate,"love ka 14 bn jaoge bhai
"
Ashish Mnc,"Sb jagah haath maaroge to bhi kuch nhi hoga
"
Ankit Anand(MnC) Ranchi..Dost,"Bhai rishav ka aankh kholo
"
Ankit Anand(MnC) Ranchi..Dost,"Ek baar
"
-- Raja,"Abehh jisko Jo karna hai kar...sab pe opportunities hai
"
Rishav Ranaut(MnC) Roommate,"mera khula hua hai
"
Ashish Mnc,"Kyu competition badha rha hai apna
Rhne de na😂
"
Rishav Ranaut(MnC) Roommate,"bs gyan nhi duga krke hi dikhauga😎
"
Ankit Anand(MnC) Ranchi..Dost,"Point bhai
"
Ankit Anand(MnC) Ranchi..Dost,"Thanks
"
Ashish Mnc,"Ha tu kr skta hai Bhai
You can do it
"
Rishav Ranaut(MnC) Roommate,"kruga
"
Ankit Anand(MnC) Ranchi..Dost,"Ys definitely 👍👍👍
"
-- Raja,"MnC ka name Roshan kar te log <This message was edited>
"
Ankit Anand(MnC) Ranchi..Dost,"Is baar AI wale me MnC allowed tha?
"
Rishav Ranaut(MnC) Roommate,"@917478789490 ek project almost ready
"
-- Raja,"👏👏🎉💥
"
-- Raja,"Mera bhi 1 ready hai..padhai wala domain ka nehi hai wo project
"
Ashish Mnc,"Discover me nhi tha allowed 
Jisme 2 log ka hua hai sayad
"
Ankit Anand(MnC) Ranchi..Dost,"Accha bhai
"
Rishav Ranaut(MnC) Roommate,"usme btech cse tk allowed nhi tha
"
Rishav Ranaut(MnC) Roommate,"😂
"
Ashish Mnc,"Ha but unko sde allowed tha
"
Ankit Anand(MnC) Ranchi..Dost,"❤️
"
-- Raja,"Btech se dar mat be tum log..wo log unity me rehte hai .. issliye placement achha hota hai..mass cheating karta hai wo log
"
Rishav Ranaut(MnC) Roommate,"department ka rr bnd kro or apna kam kro😂 usi me bhlaai hai ..or itna confiedence h to drop krke councelling krbalo bapis
"
Lucky MnC,"Aree mai soch rha.. *Foundation of computer security*.. *Advances in Algorithm* ki jagah lena sahi rhega kya
"
-- Raja,"Ye kya bol diya🤣🤣
"
Rishav Ranaut(MnC) Roommate,"facts
"
